,Location1,Location2,Strand,Length,PID,Gene,Synonym,Code,COG,Product
3711,4136108,4137013,+,301,87082351,yijE,b3943,-,-,EamA-like transporter family protein
3712,4137040,4137657,-,205,1790380,yijF,b3944,-,-,DUF1287 family protein
3713,4137932,4139035,-,367,87082352,gldA,b3945,-,-,"glycerol dehydrogenase, NAD+ dependent; 1,2-propanediol:NAD+ oxidoreductase"
3714,4139046,4139708,-,220,1790382,fsaB,b3946,-,-,fructose-6-phosphate aldolase 2
3715,4139720,4142221,-,833,48994992,frwA,b3947,-,-,"putative PTS enzyme, Hpr component/enzyme I component/enzyme IIA component"
3716,4142530,4143609,+,359,1790386,frwC,b3949,-,-,putative enzyme IIC component of PTS
3717,4143624,4143944,+,106,1790387,frwB,b3950,-,-,putative enzyme IIB component of PTS
3718,4143995,4146292,+,765,1790388,pflD,b3951,-,-,putative glycine radical domain-containing pyruvate formate-lyase
3719,4146258,4147136,+,292,1790389,pflC,b3952,-,-,putative [formate-C-acetyltransferase 2]-activating enzyme; pyruvate formate-lyase 1-activating enzyme
3720,4147138,4147479,+,113,1790390,frwD,b3953,-,-,putative enzyme IIB component of PTS
3721,4147466,4148317,-,283,1790391,yijO,b3954,-,-,AraC family putative transcriptional activator
3722,4148532,4150265,-,577,1790392,eptC,b3955,-,-,LPS heptose I phosphoethanolamine transferase
3723,4150447,4153098,-,883,1790393,ppc,b3956,-,-,phosphoenolpyruvate carboxylase
3724,4153696,4154847,-,383,1790395,argE,b3957,-,-,acetylornithine deacetylase
3725,4155001,4156005,+,334,1790396,argC,b3958,-,-,"N-acetyl-gamma-glutamylphosphate reductase, NAD(P)-binding"
3726,4156013,4156789,+,258,145693208,argB,b3959,-,-,acetylglutamate kinase
3727,4156850,4158223,+,457,1790398,argH,b3960,-,-,argininosuccinate lyase
3728,4158490,4159407,+,305,1790399,oxyR,b3961,-,-,oxidative and nitrosative stress transcriptional regulator
3729,4159390,4160790,-,466,87082354,sthA,b3962,-,-,"pyridine nucleotide transhydrogenase, soluble"
3730,4161124,4161771,+,215,145693209,fabR,b3963,-,-,transcriptional repressor of fabA and fabB
3731,4161771,4162130,+,119,1790402,yijD,b3964,-,-,DUF1422 family inner membrane protein
3732,4162170,4163270,-,366,1790403,trmA,b3965,-,-,"tRNA m(5)U54 methyltransferase, SAM-dependent; tmRNA m(5)U341 methyltransferase"
3733,4163639,4165483,+,614,1790405,btuB,b3966,-,-,vitamin B12/cobalamin outer membrane transporter
3734,4165428,4166285,+,285,87082355,murI,b3967,-,-,glutamate racemase
3735,4172057,4173085,+,342,1790407,murB,b3972,-,-,"UDP-N-acetylenolpyruvoylglucosamine reductase, FAD-binding"
3736,4173082,4174047,+,321,1790408,birA,b3973,-,-,"bifunctional biotin-[acetylCoA carboxylase] holoenzyme synthetase/ DNA-binding transcriptional repressor, bio-5'-AMP-binding"
3737,4174076,4175026,-,316,1790409,coaA,b3974,-,-,pantothenate kinase
3738,4175944,4177128,+,394,1790412,tufB,b3980,-,-,translation elongation factor EF-Tu 2
3739,4177358,4177741,+,127,1790413,secE,b3981,-,-,preprotein translocase membrane subunit
3740,4177743,4178288,+,181,1790414,nusG,b3982,-,-,transcription termination factor
3741,4178447,4178875,+,142,2367334,rplK,b3983,-,-,50S ribosomal subunit protein L11
3742,4178879,4179583,+,234,1790416,rplA,b3984,-,-,50S ribosomal subunit protein L1
3743,4179996,4180493,+,165,1790417,rplJ,b3985,-,-,50S ribosomal subunit protein L10
3744,4180560,4180925,+,121,1790418,rplL,b3986,-,-,50S ribosomal subunit protein L7/L12
3745,4181245,4185273,+,1342,1790419,rpoB,b3987,-,-,"RNA polymerase, beta subunit"
3746,4185350,4189573,+,1407,2367335,rpoC,b3988,-,-,"RNA polymerase, beta prime subunit"
3747,4189786,4190325,+,179,1790422,yjaZ,b3989,-,-,stationary phase growth adaptation protein
3748,4190735,4191868,-,377,1790423,thiH,b3990,-,-,"tyrosine lyase, involved in thiamine-thiazole moiety synthesis"
3749,4191865,4192635,-,256,48994993,thiG,b3991,-,-,thiamine biosynthesis ThiGH complex subunit
3750,4192637,4192837,-,66,48994994,thiS,b4407,-,-,immediate sulfur donor in thiazole formation
3751,4192821,4193576,-,251,87082356,thiF,b3992,-,-,"adenylyltransferase, modifies ThiS C-terminus"
3752,4193569,4194204,-,211,1790426,thiE,b3993,-,-,thiamine phosphate synthase (thiamine phosphate pyrophosphorylase)
3753,4194204,4196099,-,631,1790427,thiC,b3994,-,-,phosphomethylpyrimidine synthase
3754,4196332,4196808,-,158,1790428,rsd,b3995,-,-,"stationary phase protein, binds sigma 70 RNA polymerase subunit"
3755,4196903,4197676,+,257,48994995,nudC,b3996,-,-,NADH pyrophosphatase
3756,4197716,4198780,+,354,2367337,hemE,b3997,-,-,uroporphyrinogen decarboxylase
3757,4198790,4199461,+,223,87082357,nfi,b3998,-,-,endonuclease V; deoxyinosine 3' endonuclease
3758,4199504,4200094,+,196,1790432,yjaG,b3999,-,-,DUF416 domain protein
3759,4200281,4200553,+,90,1790433,hupA,b4000,-,-,"HU, DNA-binding transcriptional regulator, alpha subunit"
3760,4200566,4201261,+,231,1790434,yjaH,b4001,-,-,DUF1481 family putative lipoprotein
3761,4201263,4201688,-,141,87082358,zraP,b4002,-,-,Zn-dependent periplasmic chaperone
3762,4201926,4203323,+,465,1790436,zraS,b4003,-,-,sensory histidine kinase in two-component regulatory system with ZraR
3763,4203320,4204645,+,441,1790437,zraR,b4004,-,-,fused DNA-binding response regulator in two-component regulatory system with ZraS: response regulator/sigma54 interaction protein
3764,4204642,4205931,-,429,1790438,purD,b4005,-,-,phosphoribosylglycinamide synthetase phosphoribosylamine-glycine ligase
3765,4205943,4207532,-,529,1790439,purH,b4006,-,-,fused IMP cyclohydrolase/phosphoribosylaminoimidazolecarboxamide formyltransferase
3766,4213234,4213617,+,127,1790441,yjaA,b4011,-,-,stress-induced protein
3767,4213680,4214123,-,147,1790442,yjaB,b4012,-,-,putative acetyltransferase
3768,4214280,4215209,+,309,1790443,metA,b4013,-,-,homoserine O-transsuccinylase
3769,4215478,4217079,+,533,1790444,aceB,b4014,-,-,malate synthase A
3770,4217109,4218413,+,434,1790445,aceA,b4015,-,-,isocitrate lyase
3771,4218596,4220332,+,578,1790446,aceK,b4016,-,-,isocitrate dehydrogenase kinase/phosphatase
3772,4220301,4222487,-,728,1790447,arpA,b4017,-,-,ankyrin repeat protein
3773,4222804,4223628,-,274,87082359,iclR,b4018,-,-,transcriptional repressor
3774,4223828,4227511,+,1227,1790450,metH,b4019,-,-,"homocysteine-N5-methyltetrahydrofolate transmethylase, B12-dependent"
3775,4227731,4229362,+,543,1790451,yjbB,b4020,-,-,putative Na+/Pi-cotransporter
3776,4229453,4230142,-,229,1790452,pepE,b4021,-,-,(alpha)-aspartyl dipeptidase
3777,4230354,4231226,+,290,1790453,rluF,b4022,-,-,23S rRNA pseudouridine(2604) synthase
3778,4231359,4231631,-,90,1790454,yjbD,b4023,-,-,DUF3811 family protein
3779,4231884,4233233,-,449,1790455,lysC,b4024,-,-,lysine-sensitive aspartokinase 3
3780,4233758,4235407,+,549,1790457,pgi,b4025,-,-,glucosephosphate isomerase
3781,4235906,4236148,+,80,1790458,yjbE,b4026,-,-,extracellular polysaccharide production threonine-rich protein
3782,4236262,4236900,+,212,87082360,yjbF,b4027,-,-,extracellular polysaccharide production lipoprotein
3783,4236897,4237634,+,245,1790460,yjbG,b4028,-,-,extracellular polysaccharide export OMA protein
3784,4237634,4239730,+,698,1790461,yjbH,b4029,-,-,DUF940 family extracellular polysaccharide protein
3785,4239777,4240055,-,92,145693210,yjbT,b4620,-,-,putative periplasmic protein
3786,4240325,4240735,+,136,1790462,psiE,b4030,-,-,phosphate starvation inducible protein
3787,4240779,4242254,-,491,1790463,xylE,b4031,-,-,D-xylose transporter
3788,4242626,4243516,-,296,1790464,malG,b4032,-,-,maltose transporter subunit
3789,4243531,4245075,-,514,1790465,malF,b4033,-,-,maltose transporter subunit
3790,4245229,4246419,-,396,1790466,malE,b4034,-,-,maltose transporter subunit
3791,4246784,4247899,+,371,1790467,malK,b4035,-,-,"fused maltose transport subunit, ATP-binding component of ABC superfamily/regulatory protein"
3792,4247971,4249311,+,446,1790469,lamB,b4036,-,-,maltose outer membrane porin (maltoporin)
3793,4249554,4250474,+,306,1790470,malM,b4037,-,-,maltose regulon periplasmic protein
3794,4252506,4253003,+,165,87082361,ubiC,b4039,-,-,chorismate--pyruvate lyase
3795,4253016,4253888,+,290,1790473,ubiA,b4040,-,-,p-hydroxybenzoate octaprenyltransferase
3796,4254043,4256466,-,807,87082362,plsB,b4041,-,-,glycerol-3-phosphate O-acyltransferase
3797,4256637,4257005,+,122,1790475,dgkA,b4042,-,-,diacylglycerol kinase
3798,4257115,4257723,+,202,1790476,lexA,b4043,-,-,transcriptional repressor of SOS regulon
3799,4257742,4259121,+,459,1790477,dinF,b4044,-,-,oxidative stress resistance protein; putative MATE family efflux pump; UV and mitomycin C inducible protein
3800,4259237,4259446,+,69,1790479,yjbJ,b4045,-,-,"stress-induced protein, UPF0337 family"
3801,4259488,4260003,-,171,87082363,zur,b4046,-,-,"transcriptional repressor, Zn(II)-binding"
3802,4260321,4260575,+,84,1790481,yjbL,b4047,-,-,uncharacterized protein
3803,4260599,4261306,+,235,1790482,yjbM,b4048,-,-,uncharacterized protein
3804,4261669,4262706,+,345,558094920,dusA,b4049,-,-,tRNA-dihydrouridine synthase A
3805,4262840,4263082,+,80,87082364,pspG,b4050,-,-,phage shock protein G
3806,4263248,4264231,-,327,1790485,qorA,b4051,-,-,"quinone oxidoreductase, NADPH-dependent"
3807,4264314,4265729,+,471,1790486,dnaB,b4052,-,-,replicative DNA helicase
3808,4265782,4266861,+,359,1790487,alr,b4053,-,-,"alanine racemase, biosynthetic, PLP-binding"
3809,4267114,4268307,+,397,1790488,tyrB,b4054,-,-,"tyrosine aminotransferase, tyrosine-repressible, PLP-dependent"
3810,4268809,4269012,-,67,145693212,yjbS,b4621,-,-,uncharacterized protein
3811,4269414,4270127,+,237,2367341,aphA,b4055,-,-,"acid phosphatase/phosphotransferase, class B, non-specific"
3812,4270238,4270654,+,138,1790491,yjbQ,b4056,-,-,thiamine phosphate synthase
3813,4270658,4271014,+,118,2367342,yjbR,b4057,-,-,DUF419 family protein
3814,4271049,4273871,-,940,2367343,uvrA,b4058,-,-,ATPase and DNA damage recognition protein of nucleotide excision repair excinuclease UvrABC
3815,4274125,4274661,+,178,1790494,ssb,b4059,-,-,single-stranded DNA-binding protein
3816,4274760,4275041,-,93,87082365,yjcB,b4060,-,-,putative inner membrane protein
3817,4275471,4277057,+,528,1790496,yjcC,b4061,-,-,putative membrane-anchored cyclic-di-GMP phosphodiesterase
3818,4277060,4277383,-,107,1790497,soxS,b4062,-,-,superoxide response regulon transcriptional activator; autoregulator
3819,4277469,4277933,+,154,1790498,soxR,b4063,-,-,redox-sensitive transcriptional activator of soxS; autorepressor
3820,4278479,4279828,+,449,1790499,yjcD,b4064,-,-,inner membrane putative guanine permease
3821,4279980,4281629,+,549,1790501,yjcE,b4065,-,-,putative cation/proton antiporter
3822,4281783,4283075,-,430,1790502,yjcF,b4066,-,-,pentapeptide repeats protein
3823,4283253,4284902,-,549,1790503,actP,b4067,-,-,acetate transporter
3824,4284899,4285213,-,104,1790504,yjcH,b4068,-,-,DUF485 family inner membrane protein
3825,4285413,4287371,-,652,1790505,acs,b4069,-,-,acetyl-CoA synthetase
3826,4287764,4289200,+,478,1790506,nrfA,b4070,-,-,"nitrite reductase, formate-dependent, cytochrome"
3827,4289245,4289811,+,188,87082366,nrfB,b4071,-,-,"nitrite reductase, formate-dependent, penta-heme cytochrome c"
3828,4289808,4290479,+,223,2367345,nrfC,b4072,-,-,"formate-dependent nitrite reductase, 4Fe4S subunit"
3829,4290476,4291432,+,318,1790509,nrfD,b4073,-,-,"formate-dependent nitrite reductase, membrane subunit"
3830,4291512,4293170,+,552,1790511,nrfE,b4074,-,-,"heme lyase (NrfEFG) for insertion of heme into c552, subunit NrfE"
3831,4293163,4293546,+,127,1790512,nrfF,b4075,-,-,"heme lyase (NrfEFG) for insertion of heme into c552, subunit NrfF"
3832,4293543,4294139,+,198,1790513,nrfG,b4076,-,-,"heme lyase (NrfEFG) for insertion of heme into c552, subunit NrfG"
3833,4294481,4295794,+,437,1790514,gltP,b4077,-,-,glutamate/aspartate:proton symporter
3834,4296436,4297125,-,229,1790515,yjcO,b4078,-,-,Sel1 family TPR-like repeat protein
3835,4297219,4299366,-,715,3868721,fdhF,b4079,-,-,"formate dehydrogenase-H, selenopolypeptide subunit"
3836,4299564,4301030,-,488,2367348,mdtP,b4080,-,-,outer membrane factor of efflux pump
3837,4301027,4303078,-,683,87082367,mdtO,b4081,-,-,"membrane translocase (MDR) of MdtNOP efflux pump, PET family"
3838,4303078,4304109,-,343,1790519,mdtN,b4082,-,-,membrane fusion protein of efflux pump
3839,4304128,4304403,-,91,145693213,ytcA,b4622,-,-,putative inner membrane DUF1656 family protein; efflux pump associated
3840,4304612,4306597,-,661,87082368,yjcS,b4083,-,-,metallo-beta-lactamase superfamily protein
3841,4306870,4307799,-,309,1790522,alsK,b4084,-,-,D-allose kinase
3842,4307783,4308478,-,231,1790523,alsE,b4085,-,-,allulose-6-phosphate 3-epimerase
3843,4308489,4309469,-,326,1790524,alsC,b4086,-,-,D-allose transporter subunit
3844,4309448,4310980,-,510,1790525,alsA,b4087,-,-,fused D-allose transporter subunits of ABC superfamily: ATP-binding components
3845,4311107,4312042,-,311,1790526,alsB,b4088,-,-,D-allose transporter subunit
3846,4312101,4312991,-,296,87082369,alsR,b4089,-,-,d-allose-inducible als operon transcriptional repressor; autorepressor; repressor of rpiR
3847,4313350,4313799,+,149,1790528,rpiB,b4090,-,-,ribose 5-phosphate isomerase B/allose 6-phosphate isomerase
3848,4313868,4314197,+,109,48994996,yjdP,b4487,-,-,putative periplasmic protein
3849,4314344,4315102,-,252,1790530,phnP,b4092,-,-,"5-phospho-alpha-D-ribosyl 1,2-cyclic phosphate phosphodiesterase"
3850,4315104,4315538,-,144,1790531,phnO,b4093,-,-,aminoalkylphosphonate N-acetyltransferase
3851,4315525,4316082,-,185,1790532,phnN,b4094,-,-,"ribose 1,5-bisphosphokinase"
3852,4316082,4317218,-,378,1790533,phnM,b4095,-,-,ribophosphonate triphosphate hydrolase
3853,4317215,4317895,-,226,1790534,phnL,b4096,-,-,ribophosphonate triphosphate synthase subunit; putative ABC transporter ATP-binding protein
3854,4318006,4318764,-,252,48994997,phnK,b4097,-,-,"carbon-phosphorus lyase complex subunit, putative ATP transporter ATP-binding protein"
3855,4318761,4319606,-,281,1790536,phnJ,b4098,-,-,"carbon-phosphorus lyase, SAM-dependent"
3856,4319599,4320663,-,354,1790537,phnI,b4099,-,-,ribophosphonate triphosphate synthase complex putative catalytic subunit
3857,4320663,4321247,-,194,1790538,phnH,b4100,-,-,ribophosphonate triphosphate synthase subunit
3858,4321244,4321696,-,150,1790539,phnG,b4101,-,-,ribophosphonate triphosphate synthase subunit
3859,4321697,4322422,-,241,1790540,phnF,b4102,-,-,putative DNA-binding transcriptional regulator of phosphonate uptake and biodegradation
3860,4323336,4324352,-,338,1790543,phnD,b4105,-,-,phosphonate ABC transporter periplasmic binding protein
3861,4324377,4325165,-,262,1790544,phnC,b4106,-,-,phosphonate ABC transporter ATP-binding subunit
3862,4325298,4325741,-,147,1790546,yjdN,b4107,-,-,metalloprotein superfamily protein
3863,4326399,4326734,-,111,1790547,yjdM,b4108,-,-,zinc-ribbon family protein
3864,4327135,4329363,+,742,1790548,crfC,b4109,-,-,"clamp-binding sister replication fork colocalization protein, dynamin-related"
3865,4329360,4330238,+,292,87082371,yjcZ,b4110,-,-,"YjcZ family protein, mutational suppressor of yhjH motility mutation"
3866,4330502,4332004,+,500,1790550,proP,b4111,-,-,proline/glycine betaine transporter
3867,4332116,4332205,+,29,345297179,pmrR,b4703,-,-,putative membrane-bound BasS regulator
3868,4332181,4333272,-,363,1790551,basS,b4112,-,-,sensory histidine kinase in two-component regulatory system with BasR
3869,4333282,4333950,-,222,1790552,basR,b4113,-,-,response regulator in two-component regulatory system with BasS
3870,4333947,4335590,-,547,87082372,eptA,b4114,-,-,lipid A phosphoethanolamine transferase
3871,4335694,4337031,-,445,2367353,adiC,b4115,-,-,arginine:agmatine antiporter
3872,4337168,4337929,-,253,1790557,adiY,b4116,-,-,adi system transcriptional activator
3873,4338254,4340521,-,755,221142684,adiA,b4117,-,-,arginine decarboxylase
3874,4340720,4341628,-,302,1790559,melR,b4118,-,-,melibiose operon transcriptional regulator; autoregulator
3875,4341911,4343266,+,451,1790560,melA,b4119,-,-,"alpha-galactosidase, NAD(P)-binding"
3876,4343369,4344790,+,473,345297180,melB,b4120,-,-,melibiose:sodium symporter
3877,4344929,4345558,-,209,1790562,yjdF,b4121,-,-,DUF2238 family inner membrane protein
3878,4345680,4347326,-,548,1790564,fumB,b4122,-,-,anaerobic class I fumarate hydratase (fumarase B)
3879,4347404,4348744,-,446,1790565,dcuB,b4123,-,-,"C4-dicarboxylate transporter, anaerobic; DcuS co-sensor"
3880,4349315,4350034,-,239,1790566,dcuR,b4124,-,-,response regulator in two-component regulatory system with DcuS
3881,4350031,4351662,-,543,1790567,dcuS,b4125,-,-,"sensory histidine kinase in two-component regulatory system with DcuR, regulator of anaerobic fumarate respiration"
3882,4351843,4352073,+,76,1790568,yjdI,b4126,-,-,putative 4Fe-4S mono-cluster protein
3883,4352085,4352357,+,90,1790569,yjdJ,b4127,-,-,putative acyl-CoA transferase
3884,4352584,4352880,+,98,1790570,yjdK,b4128,-,-,uncharacterized protein
3885,4352908,4353081,+,57,87082373,yjdO,b4559,-,-,uncharacterized protein
3886,4353200,4354717,-,505,1790571,lysU,b4129,-,-,"lysine tRNA synthetase, inducible"
3887,4354954,4356411,-,485,1790572,dtpC,b4130,-,-,dipeptide and tripeptide permease
3888,4356470,4358617,-,715,1790573,cadA,b4131,-,-,"lysine decarboxylase, acid-inducible"
3889,4358697,4360031,-,444,1790575,cadB,b4132,-,-,putative lysine/cadaverine transporter
3890,4360396,4361934,-,512,1790576,cadC,b4133,-,-,cadBA operon transcriptional activator
3891,4362733,4363308,-,191,87082374,yjdC,b4135,-,-,putative transcriptional regulator
3892,4363345,4365042,-,565,1790578,dsbD,b4136,-,-,fused thiol:disulfide interchange protein: activator of DsbC/conserved protein
3893,4365018,4365356,-,112,1790579,cutA,b4137,-,-,"divalent-cation tolerance protein, copper sensitivity"
3894,4365472,4366773,-,433,1790580,dcuA,b4138,-,-,C4-dicarboxylate antiporter
3895,4366891,4368327,-,478,87082375,aspA,b4139,-,-,aspartate ammonia-lyase
3896,4368664,4369140,+,158,87082376,fxsA,b4140,-,-,suppressor of F exclusion of phage T7
3897,4369156,4370412,-,418,1790584,yjeH,b4141,-,-,putative transporter
3898,4370688,4370981,+,97,1790585,groS,b4142,-,-,"Cpn10 chaperonin GroES, small subunit of GroESL"
3899,4371025,4372671,+,548,1790586,groL,b4143,-,-,"Cpn60 chaperonin GroEL, large subunit of GroESL"
3900,4372809,4373162,+,117,87082377,yjeI,b4144,-,-,DUF4156 family lipoprotein
3901,4373365,4374234,-,289,1790588,yjeJ,b4145,-,-,uncharacterized protein
3902,4374629,4375657,-,342,1790589,epmB,b4146,-,-,"EF-P-Lys34 lysylation protein; weak lysine 2,3-aminomutase"
3903,4375699,4376265,+,188,1790590,efp,b4147,-,-,polyproline-specific translation elongation factor EF-P
3904,4376317,4376442,+,41,48994998,ecnA,b4410,-,-,"entericidin A membrane lipoprotein, antidote entericidin B"
3905,4376553,4376699,+,48,48994999,ecnB,b4411,-,-,entericidin B membrane lipoprotein
